Algorithm,nn,sim,imp,bin,shrink,norm,asymalpha,tvalpha,tvbeta,rweights,nDCGRendle2020,Recall,HR,Precision,MAP,MRR,ItemCoverage,ACLT,Gini,SEntropy,EFD,EPC,PopREO,PopRSP,Filename_Model,tr,k,preposp,nb,nt,strat,val,h,t,thres,w,CR
UserKNNfairness,100,jaccard,,False,,,,,,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNNfairness,,,interactions-users,,,nan,,,,,,
UserKNNfairness,50,jaccard,,False,,,,,,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNNfairness,,,interactions-items,,,nan,,,,,,
UserKNNfairness,250,jaccard,,False,,,,,,,0.1226392080452303,0.1473429365166351,0.6231422505307855,0.0690021231422505,0.0815438592609164,0.2237064777333407,529.0,0.9076433121019108,0.0786963875057731,7.111737526795353,0.5872497658824327,0.0572476151302866,0.9658312499701236,0.9679978982498864,UserKNNfairness,,,interactions-users,,,nan,,,,,,
UserKNNfairness,100,cosine,,False,,,,,,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNNfairness,,,interactions-users,,,nan,,,,,,
UserKNNfairness,50,cosine,,False,,,,,,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNNfairness,,,interactions-users,,,nan,,,,,,
UserKNNfairness,100,cosine,,False,,,,,,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNNfairness,,,interactions-items,,,nan,,,,,,
UserKNNfairness,250,cosine,,False,,,,,,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNNfairness,,,interactions-items,,,nan,,,,,,
UserKNNfairness,50,jaccard,,False,,,,,,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNNfairness,,,interactions-users,,,nan,,,,,,
UserKNNfairness,100,jaccard,,False,,,,,,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNNfairness,,,interactions-items,,,nan,,,,,,
UserKNNfairness,50,cosine,,False,,,,,,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNNfairness,,,interactions-items,,,nan,,,,,,
UserKNNfairness,250,cosine,,False,,,,,,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNNfairness,,,interactions-users,,,nan,,,,,,
UserANNfaissLSH,100,cosine,,False,,,,,,,0.0556775768569311,0.0662945466562602,0.3853503184713376,0.0331210191082802,0.039114197222947,0.1135764540027175,639.0,2.4256900212314223,0.1152333486224795,7.64806698158656,0.2835955422905639,0.0271199488558139,0.8659890376483063,0.9098324069779352,UserANNfaissLSH,,,,4.0,14.0,nan,,,,,,0.6985746548203443
UserANNfaissLSH,250,cosine,,False,,,,,,,0.0676995095311938,0.0788392813315823,0.4267515923566879,0.0398619957537155,0.0471918549545075,0.1365067801974982,574.0,1.2059447983014862,0.0847314232934081,7.096421343983231,0.3341314419021303,0.0319607823057362,0.9591101506387848,0.9570457531790816,UserANNfaissLSH,,,,4.0,14.0,nan,,,,,,0.9545969861297056
UserANNfaissLSH,50,cosine,,False,,,,,,,0.0480364848855658,0.0564625318136426,0.3630573248407643,0.0290870488322717,0.0337532207209397,0.1024334900795382,768.0,2.6454352441613587,0.1673544418121897,8.158180389103036,0.253869948109746,0.0243231753665876,0.7956158217937355,0.900885419472344,UserANNfaissLSH,,,,4.0,14.0,nan,,,,,,0.4996236042931649
ItemFairANN,100,jaccard,,False,,,,,,,0.0500306652354158,0.0551065355942708,0.4129511677282378,0.0343949044585987,0.0396563519660024,0.1145542012353453,1183.0,6.302547770700637,0.3113067964195025,9.08380823749166,0.3173812394754914,0.0314041717212469,0.7200250677051859,0.7280273881357807,ItemFairANN,,,,,53.0,approx_degree,False,6.0,53.0,0$5,1.0,0.0696393822257834
ItemFairANN,250,jaccard,,False,,,,,,,0.0357477394656377,0.0400258217736199,0.3428874734607218,0.0240976645435244,0.0283184300835981,0.0864723787215948,1254.0,9.01380042462845,0.4016625764260281,9.47226881113799,0.2268531279307951,0.0223859848301159,0.6423563114082635,0.5617119842346217,ItemFairANN,,,,,53.0,rank,False,6.0,53.0,0$5,1.0,0.1595280182091944
ItemFairANN,50,jaccard,,False,,,,,,,0.0449723553642008,0.0539085714053993,0.3970276008492569,0.0288216560509554,0.0318743195499224,0.0984261352864811,1182.0,7.626326963906582,0.3376261945630535,9.210972612658509,0.2647345113054931,0.0260044871255544,0.6972589975734081,0.6517710761361527,ItemFairANN,,,,,53.0,approx_degree,False,6.0,53.0,0$5,1.0,0.0359742755505463
ItemFairANN,50,jaccard,,False,,,,,,,0.0353263605601044,0.0429094928885468,0.3365180467091295,0.0239915074309978,0.0247820790879865,0.0784247555847898,1182.0,7.766454352441613,0.3272459676847347,9.16004330705064,0.2237430484646852,0.021749902316394,0.5578323081503017,0.6431768966107014,ItemFairANN,,,,,53.0,opt,False,6.0,53.0,0$5,1.0,0.0359500611962771
ItemFairANN,100,cosine,,False,,,,,,,0.0300217557287021,0.0341776678053185,0.321656050955414,0.0226645435244161,0.0239264459406662,0.0703231415269976,1260.0,12.24416135881104,0.443180095107946,9.607974106898334,0.2155018023048892,0.0205851889031722,0.3763704377558542,0.298696351294288,ItemFairANN,,,,,53.0,uniform,False,6.0,53.0,0$5,1.0,0.0654332388239748
ItemFairANN,250,jaccard,,False,,,,,,,0.1406940296114926,0.1731147180555728,0.7101910828025477,0.0818471337579617,0.0953898441791662,0.2489752178812491,487.0,0.4076433121019108,0.1326897706155221,7.913810317767243,0.7386499339531728,0.0740220479385482,0.9755753057979294,0.985866753073626,ItemFairANN,,,,,53.0,no_sampling,False,6.0,53.0,0$5,1.0,0.6019347269061099
ItemFairANN,250,cosine,,False,,,,,,,0.0165717644502914,0.0185624245746823,0.2038216560509554,0.0126326963906581,0.0124320777645007,0.0415647665356801,1280.0,13.670912951167727,0.4366901678180813,9.580248748067085,0.1253482112528749,0.0117309817488992,0.1258494407572912,0.1501873013993798,ItemFairANN,,,,,53.0,opt,False,6.0,53.0,0$5,1.0,0.1603815741971841
ItemFairANN,100,jaccard,,False,,,,,,,0.0417144415686393,0.0468410674862667,0.3641188959660297,0.0279723991507431,0.0325558330314818,0.1003765652480921,1198.0,8.006369426751592,0.3406440671020134,9.214004168191735,0.2664278005250328,0.0264743315605741,0.7058524478432147,0.6282128784596795,ItemFairANN,,,,,53.0,opt,False,6.0,53.0,0$5,1.0,0.0697863193300988
ItemFairANN,100,jaccard,,False,,,,,,,0.068002649220848,0.0747661667516246,0.4617834394904458,0.0415074309978768,0.0517644395236843,0.1537988473067894,1165.0,6.053078556263269,0.2913312905773149,8.968299930150891,0.3962625858445382,0.0393310620390934,0.8425365994226017,0.7414693751689038,ItemFairANN,,,,,53.0,uniform,False,6.0,53.0,0$5,1.0,0.0655064322130158
ItemFairANN,250,jaccard,,False,,,,,,,0.0601783267729405,0.066776410569985,0.4660297239915074,0.0409235668789808,0.0456796992185887,0.1286867014284389,1127.0,4.659235668789809,0.2630362037523037,8.843585451749385,0.366694830996981,0.0366005157481927,0.8782047888282175,0.8117778128550217,ItemFairANN,,,,,53.0,approx_degree,False,6.0,53.0,0$5,1.0,0.1585880610025623
ItemFairANN,250,cosine,,False,,,,,,,0.0137382480110274,0.0148655713605687,0.1687898089171974,0.0101910828025477,0.0102132575940711,0.0348865199139301,1308.0,15.623142250530783,0.4698295496637176,9.67757017887703,0.1026935423409197,0.0094502283329199,0.1238605815875353,0.0994916073906847,ItemFairANN,,,,,53.0,rank,False,6.0,53.0,0$5,1.0,0.1603782722397837
ItemFairANN,100,cosine,,False,,,,,,,0.0014088778660551,0.0018688664398474,0.0201698513800424,0.0010084925690021,0.0007196526508781,0.0028752867034995,1189.0,19.24734607218684,0.3362517476124502,9.212086977424876,0.0118364921571498,0.000862155459432,0.8720113384274095,0.794814847248712,ItemFairANN,,,,,53.0,no_sampling,False,6.0,53.0,0$5,1.0,0.6248371034349162
ItemFairANN,250,cosine,,False,,,,,,,0.0245347217133719,0.0284830477003743,0.2696390658174097,0.0186836518046709,0.0182696945093725,0.0562346371885968,1285.0,12.30891719745223,0.4356624850063912,9.587533144243142,0.1788445106289593,0.0169311727802811,0.1683630880102113,0.2924634996989169,ItemFairANN,,,,,53.0,approx_degree,False,6.0,53.0,0$5,1.0,0.1593750275163116
ItemFairANN,250,cosine,,False,,,,,,,0.000377188836467,0.0004273695754587,0.0084925690021231,0.0004246284501061,0.0002149459934568,0.0006795663642797,955.0,19.84288747346072,0.2495704065179048,8.794160732039673,0.0042607883313527,0.0003180711293644,1.0,0.9547519977027776,ItemFairANN,,,,,53.0,no_sampling,False,6.0,53.0,0$5,1.0,0.6248371034349162
ItemFairANN,50,cosine,,False,,,,,,,0.0014570329981346,0.0015704922876195,0.0169851380042462,0.0008492569002123,0.0009293737553323,0.003866914814367,1256.0,18.79299363057325,0.3574607880687915,9.282425822682312,0.0113457409086651,0.0008557450422442,0.8466875807344529,0.6838343026110678,ItemFairANN,,,,,53.0,no_sampling,False,6.0,53.0,0$5,1.0,0.6248371034349162
ItemFairANN,250,jaccard,,False,,,,,,,0.0477882576126876,0.0557382370312734,0.3970276008492569,0.0327494692144373,0.0343840113980098,0.0984094200139535,1167.0,6.416135881104034,0.314193371445865,9.117347673738715,0.290798053751213,0.028699875220543,0.6775314100106016,0.721814337515661,ItemFairANN,,,,,53.0,opt,False,6.0,53.0,0$5,1.0,0.1596243253000378
ItemFairANN,100,cosine,,False,,,,,,,0.009142478964635,0.0100767382551548,0.1284501061571125,0.0072186836518046,0.0075983923576038,0.0253802057645158,1283.0,16.14755838641189,0.459855903738275,9.64223060750818,0.0767182320024724,0.0068919167848377,0.2234021544222004,0.178217964433459,ItemFairANN,,,,,53.0,opt,False,6.0,53.0,0$5,1.0,0.0699431623066153
ItemFairANN,100,jaccard,,False,,,,,,,0.1612742968762934,0.2036429345709951,0.7208067940552016,0.0890658174097664,0.1100717064744593,0.2678827008711057,430.0,0.2484076433121019,0.1106882164816996,7.639736406574676,0.8093535799698626,0.0812704687556324,0.9755147480710328,0.9914330398279098,ItemFairANN,,,,,53.0,no_sampling,False,6.0,53.0,0$5,1.0,0.6019347269061099
ItemFairANN,50,cosine,,False,,,,,,,0.009985926441918,0.010876863756511,0.1178343949044586,0.0072186836518046,0.0079526586782039,0.0269962757816724,1274.0,17.081740976645435,0.4526061689340311,9.64342758460418,0.0814555089193829,0.0071354921524332,0.3965203713073406,0.3338208786245525,ItemFairANN,,,,,53.0,opt,False,6.0,53.0,0$5,1.0,0.0359874833801477
ItemFairANN,50,jaccard,,False,,,,,,,0.1711901630471278,0.2103855237922501,0.7239915074309978,0.0915074309978768,0.1150785727526227,0.2882824358391789,460.0,0.3397027600849256,0.0999683183673085,7.516072686891424,0.8408093525113365,0.0841871476533065,0.9584439888876124,0.988248915504082,ItemFairANN,,,,,53.0,no_sampling,False,6.0,53.0,0$5,1.0,0.6019347269061099
ItemFairANN,50,cosine,,False,,,,,,,0.0080244094048801,0.0082511564719052,0.1157112526539278,0.006316348195329,0.0068583172591918,0.0231658963149665,1289.0,16.980891719745223,0.4398532872452265,9.591046017490616,0.0689814969575642,0.0060770253989258,0.1931483650887106,0.3159794957686593,ItemFairANN,,,,,53.0,rank,False,6.0,53.0,0$5,1.0,0.0359902350113147
ItemFairANN,50,cosine,,False,,,,,,,0.0093715565154923,0.0090479876634086,0.1231422505307855,0.0079617834394904,0.0080861326979834,0.0247811807626246,1278.0,16.343949044585987,0.4375000197025078,9.587491693699931,0.0796382732247987,0.0073073432707047,0.1759252539035094,0.209212639065648,ItemFairANN,,,,,53.0,approx_degree,False,6.0,53.0,0$5,1.0,0.0359869330539143
ItemFairANN,50,cosine,,False,,,,,,,0.0213785216352149,0.0216865711394079,0.2399150743099787,0.0165605095541401,0.0177137047548422,0.0547506887540361,1272.0,13.98619957537155,0.442003697766681,9.598134441159972,0.1601027477204191,0.0152759930410217,0.2630802819309215,0.1138859365119706,ItemFairANN,,,,,53.0,uniform,False,6.0,53.0,0$5,1.0,0.034461428734954
ItemFairANN,250,cosine,,False,,,,,,,0.03643081135494,0.0395862762543839,0.3577494692144373,0.0272823779193205,0.028729277431063,0.0843920463970847,1271.0,10.73248407643312,0.4229775375648014,9.538488973574816,0.2507004579890169,0.0244498569247186,0.5843382869808974,0.4325338096037187,ItemFairANN,,,,,53.0,uniform,False,6.0,53.0,0$5,1.0,0.1451876172194877
ItemFairANN,50,jaccard,,False,,,,,,,0.0260862497271833,0.0282312269620464,0.2537154989384289,0.0165605095541401,0.0192411592305599,0.0623459498204376,1244.0,10.174097664543524,0.3935683133234664,9.438304721722703,0.1680273445148054,0.016090433440505,0.3271899786692757,0.4769106480521923,ItemFairANN,,,,,53.0,rank,False,6.0,53.0,0$5,1.0,0.0359208939059074
ItemFairANN,50,jaccard,,False,,,,,,,0.0515541255468206,0.0600409664004759,0.4341825902335456,0.0332271762208067,0.037784022839367,0.1162281590255797,1178.0,6.939490445859873,0.3143887415141302,9.082162448949584,0.3067674416300306,0.0302388303808172,0.6675365490119191,0.692410581037879,ItemFairANN,,,,,53.0,uniform,False,6.0,53.0,0$5,1.0,0.0344757372170222
ItemFairANN,100,cosine,,False,,,,,,,0.0090017112611201,0.0102217723416052,0.1263269639065817,0.0074309978768577,0.0065402349923398,0.02311118885161,1295.0,16.56900212314225,0.4796715040264045,9.71790588684568,0.0739277385636527,0.0066289092612961,0.2649088656874889,0.2458133103328914,ItemFairANN,,,,,53.0,rank,False,6.0,53.0,0$5,1.0,0.0699475649164824
ItemFairANN,250,jaccard,,False,,,,,,,0.077258885211639,0.0880014645938894,0.5233545647558386,0.0495753715498938,0.0575904823850967,0.1634960924428446,1113.0,4.83864118895966,0.2624366170321087,8.813550388828538,0.447708860150379,0.0447106867335583,0.863970625058844,0.8031582022820992,ItemFairANN,,,,,53.0,uniform,False,6.0,53.0,0$5,1.0,0.1455684429729944
ItemFairANN,100,jaccard,,False,,,,,,,0.0297289912623372,0.0355622375706106,0.2961783439490446,0.0198513800424628,0.0224473486579156,0.0703688682083409,1257.0,10.045647558386412,0.4099646615818432,9.491524028104418,0.1925234779050457,0.0185151387461473,0.4253010752079358,0.4867744997800765,ItemFairANN,,,,,53.0,rank,False,6.0,53.0,0$5,1.0,0.069803379443334
ItemFairANN,100,cosine,,False,,,,,,,0.0108850083929219,0.0112622697547141,0.1358811040339702,0.0087048832271762,0.0090453408329152,0.0277610990093242,1286.0,15.547770700636942,0.4358069437942615,9.570391349498996,0.0921330246741184,0.0083209460963382,0.2189578350393753,0.0886336927517082,ItemFairANN,,,,,53.0,approx_degree,False,6.0,53.0,0$5,1.0,0.06982869445007
UserKNN,50,cosine,standard,False,0.0,True,,,,,0.1115771614741296,0.1364406967341391,0.6199575371549894,0.0628450106157112,0.0743075304772655,0.2007085631030633,615.0,1.4957537154989384,0.1334513119505956,7.895048327188688,0.5488298380324032,0.0537752052774895,0.8809631243254474,0.9461888987473772,UserKNN,,,,,,nan,,,,,,1.0
UserKNN,250,cosine,standard,False,0.0,True,,,,,0.1209490707268393,0.1425060785771418,0.6125265392781316,0.0673566878980891,0.0808691208509172,0.2284302395729157,491.0,0.7016985138004246,0.0705309589447024,6.961406672010422,0.577667501288135,0.0562166360791857,0.9757163143697726,0.9754307735200964,UserKNN,,,,,,nan,,,,,,1.0
UserKNN,100,jaccard,standard,False,0.0,True,,,,,0.1208640374807256,0.146870910482613,0.6252653927813163,0.0682590233545647,0.0807315213075859,0.2209700577901017,553.0,1.040339702760085,0.098923454968736,7.461679062829183,0.5886342769866004,0.0576133763339318,0.9444550315101912,0.9631534302508896,UserKNN,,,,,,nan,,,,,,1.0
UserKNN,100,cosine,standard,False,0.0,True,,,,,0.1190635866149139,0.1433964734399398,0.6231422505307855,0.0671443736730361,0.0802828187234122,0.2212503810295709,519.0,0.856687898089172,0.0917292812367497,7.356491900906292,0.580721036735325,0.0568162182791456,0.9515271341280788,0.9698466089447034,UserKNN,,,,,,nan,,,,,,1.0
UserKNN,250,jaccard,standard,False,0.0,True,,,,,0.1226392080452303,0.1473429365166351,0.6231422505307855,0.0690021231422505,0.0815438592609164,0.2237064777333407,529.0,0.9076433121019108,0.0786963875057731,7.111737526795353,0.5872497658824327,0.0572476151302866,0.9658312499701236,0.9679978982498864,UserKNN,,,,,,nan,,,,,,1.0
UserKNN,50,jaccard,standard,False,0.0,True,,,,,0.1138602429285189,0.1388934481359155,0.613588110403397,0.0652335456475583,0.0763848359336579,0.2023745877440095,643.0,1.6794055201698517,0.138759246386954,7.948327725140001,0.5673297227948084,0.0556546277108762,0.8932323662512984,0.9391954882634306,UserKNN,,,,,,nan,,,,,,1.0
ItemANNfaissLSH,50,cosine,,False,,,,,,,0.0017757694781481,0.0026896651486311,0.0233545647558386,0.0011677282377919,0.0011326983092539,0.0038298175638939,1181.0,19.13694267515924,0.3125434046248875,9.044624428694895,0.0148922843761696,0.0011167685601251,0.9461435739196952,0.767023928107292,ItemANNfaissLSH,,,,4.0,14.0,nan,,,,,,0.3645245401473994
ItemANNfaissLSH,100,cosine,,False,,,,,,,0.0015007964904073,0.0014558191563456,0.0159235668789808,0.0008492569002123,0.0010591470864759,0.0047220226313519,1223.0,18.97983014861996,0.3353146175270357,9.210064317615062,0.012617466456304,0.0009458453784532,0.6754433940151574,0.7284019151151649,ItemANNfaissLSH,,,,4.0,14.0,nan,,,,,,0.6168953455608485
ItemANNfaissLSH,250,cosine,,False,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,893.0,19.78131634819533,0.2103457868945222,8.572615727572007,0.0,0.0,,0.9373849331880644,ItemANNfaissLSH,,,,4.0,14.0,nan,,,,,,0.8488914228354568
UserANNOY,100,angular,,False,,,,,,,0.1123157638131542,0.1402935044995789,0.6178343949044586,0.0640127388535031,0.0749130865420723,0.2021646292789388,575.0,0.9373673036093418,0.1190676930885177,7.73097219460164,0.5530397493588438,0.0542324210231786,0.9158983626771336,0.9669165303619665,UserANNOY,9.0,-1.0,,,,nan,,,,,,0.1061571125265392
UserANNOY,250,angular,,False,,,,,,,0.1161636084194231,0.1351950493808734,0.5997876857749469,0.0651804670912951,0.0787998352924047,0.2247491576422922,356.0,0.2112526539278131,0.061479390388644,6.813098330850333,0.5628076947323222,0.0547949585897531,0.9916071993978977,0.9927233901948052,UserANNOY,9.0,-1.0,,,,nan,,,,,,0.2653927813163482
UserANNOY,50,angular,,False,,,,,,,0.1027456186053896,0.1298446845745068,0.6114649681528662,0.0590233545647558,0.066603838558746,0.1830432078493396,704.0,2.06687898089172,0.1764491194555177,8.297521900994047,0.5139594975251005,0.050522109935776,0.8298772460252873,0.9241431595944104,UserANNOY,9.0,-1.0,,,,nan,,,,,,0.0530785562632696
ItemKNNfairness,50,jaccard,,False,,,,,,,0.1125289211754085,0.1434443711697982,0.6443736730360934,0.0650743099787685,0.0738731161280694,0.1988107127342204,921.0,5.089171974522293,0.1950065175896113,8.43286831950225,0.6376202022279699,0.0612752918329761,0.4160756737491602,0.790916870440492,ItemKNNfairness,,,interactions-items,,,nan,,,,,,1.0
ItemKNNfairness,50,jaccard,,False,,,,,,,0.1125289211754085,0.1434443711697982,0.6443736730360934,0.0650743099787685,0.0738731161280694,0.1988107127342204,921.0,5.089171974522293,0.1950065175896113,8.43286831950225,0.6376202022279699,0.0612752918329761,0.4160756737491602,0.790916870440492,ItemKNNfairness,,,interactions-items,,,nan,,,,,,1.0
ItemKNNfairness,100,jaccard,,False,,,,,,,0.1197394805515267,0.153002104518645,0.6666666666666666,0.0693205944798301,0.0769686850405099,0.2055680119358364,865.0,4.2717622080679405,0.1777679265238314,8.311523462253787,0.666864338859611,0.0644040928037691,0.5019767674923202,0.8299901967404856,ItemKNNfairness,,,interactions-items,,,nan,,,,,,1.0
ItemKNNfairness,100,jaccard,,False,,,,,,,0.1197394805515267,0.153002104518645,0.6666666666666666,0.0693205944798301,0.0769686850405099,0.2055680119358364,865.0,4.2717622080679405,0.1777679265238314,8.311523462253787,0.666864338859611,0.0644040928037691,0.5019767674923202,0.8299901967404856,ItemKNNfairness,,,interactions-items,,,nan,,,,,,1.0
ItemKNNfairness,50,jaccard,,False,,,,,,,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,,,interactions-users,,,nan,,,,,,1.0
ItemKNNfairness,50,jaccard,,False,,,,,,,0.0786085690908282,0.0985406865973172,0.5084925690021231,0.0479830148619957,0.0525073629269218,0.1428959239828676,1076.0,6.915074309978769,0.332181288291824,9.123293623540343,0.4394865053903883,0.0424759015160605,0.5267120047366032,0.693811504989814,ItemKNNfairness,,,interactions-users,,,nan,,,,,,1.0
ItemKNNfairness,250,jaccard,,False,,,,,,,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,,,interactions-users,,,nan,,,,,,1.0
ItemKNNfairness,250,jaccard,,False,,,,,,,0.094671419004766,0.1160583800937677,0.559447983014862,0.0585987261146496,0.0646447144104087,0.1726103838410586,1033.0,4.559447983014862,0.2543212328410856,8.718845893014546,0.5245335503236722,0.0515454360472666,0.7405812737344644,0.8165203477226556,ItemKNNfairness,,,interactions-users,,,nan,,,,,,1.0
ItemKNNfairness,100,jaccard,,False,,,,,,,0.0870378590101071,0.1083484835753324,0.5360934182590233,0.0532377919320594,0.0595779962648714,0.1581948482675149,1056.0,5.658174097664544,0.2932229677651207,8.93464880765401,0.4844058503946155,0.0472911514034694,0.6296832242580964,0.7621935324435033,ItemKNNfairness,,,interactions-users,,,nan,,,,,,1.0
ItemKNNfairness,100,jaccard,,False,,,,,,,0.0870378590101071,0.1083484835753324,0.5360934182590233,0.0532377919320594,0.0595779962648714,0.1581948482675149,1056.0,5.658174097664544,0.2932229677651207,8.93464880765401,0.4844058503946155,0.0472911514034694,0.6296832242580964,0.7621935324435033,ItemKNNfairness,,,interactions-users,,,nan,,,,,,1.0
