Type,Algorithm,Similarity,Algorithm_Variant,Hypervolume,Points_in_Frontier,Total_Points,Threshold
User,UserFairANN_rank,jaccard,UserFairANN_rank (jaccard) [th: 0.95],0.0763965750561454,3,3,0.95
User,UserMinhashing,jaccard,UserMinhashing (jaccard) [th: 0.95],0.07639606374466786,3,3,0.95
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.25],0.06785033185927636,1,3,0.25
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.75],0.053668966740399386,2,3,0.75
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.75],0.053535386281791775,3,3,0.75
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.75],0.053534864502329464,2,3,0.75
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.75],0.05352367377607608,3,3,0.75
User,UserFairANN_uniform,cosine,UserFairANN_uniform (cosine) [th: 0.75],0.05272064567891577,3,3,0.75
User,UserMinhashing,jaccard,UserMinhashing (jaccard) [th: 0.5],0.044531345255599174,1,3,0.5
User,UserFairANN_rank,cosine,UserFairANN_rank (cosine) [th: 0.95],0.04264245779548172,1,3,0.95
User,UserFairANN_uniform,cosine,UserFairANN_uniform (cosine) [th: 0.95],0.04256598834586241,3,3,0.95
User,UserFairANN_opt,cosine,UserFairANN_opt (cosine) [th: 0.95],0.04256426382332168,1,3,0.95
User,UserFairANN_approx_degree,cosine,UserFairANN_approx_degree (cosine) [th: 0.95],0.04256421610530388,1,3,0.95
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.95],0.04256025550982683,3,3,0.95
User,UserLSHRandomProjection,cosine,UserLSHRandomProjection (cosine) [th: 0.05],0.03696069384008823,1,3,0.05
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.05],0.032666132982821144,3,3,0.05
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.75],0.021151868318492195,3,3,0.75
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.5],0.0198910761597764,3,3,0.5
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.95],0.016576468575550524,3,3,0.95
User,UserMinhashing,jaccard,UserMinhashing (jaccard) [th: 0.25],0.010429336803642811,1,3,0.25
User,UserANNfaissLSH,cosine,UserANNfaissLSH (cosine) [th: 0.25],0.0035215792035187946,3,3,0.25
User,UserMinhashing,jaccard,UserMinhashing (jaccard) [th: 0.05],0.001808041697486535,1,3,0.05
